slug,url,title,category,date,word_count,h2_count,faq_count,external_citation_count,in_sitemap,outbound_article_links,inbound_article_links,gsc_clicks_3m,gsc_impressions_3m,gsc_position,bing_clicks,bing_impressions,bing_backlinks,zero_search_evidence,recovery_cohort,closest_intent_slug,duplicate_intent_score,strong_duplicate_intent,objectively_thin,superior_target,decision,decision_reason
selenium-containing-foods-easy-ways,https://www.daily-life-hacks.com/selenium-containing-foods-easy-ways/,Selenium-Containing Foods and Easy Meal Ideas,nutrition,2026-05-06,996,6,5,0,YES,3,3,0,119,55.96,0,0,0,NO,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (996 words < 700; 6 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (none).
sheet-pan-breakfast-hash-with-eggs-and-sweet-potatoes,https://www.daily-life-hacks.com/sheet-pan-breakfast-hash-with-eggs-and-sweet-potatoes/,Sheet Pan Breakfast Hash with Eggs and Sweet Potatoes,recipes,2026-06-17,2126,10,4,0,YES,4,8,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (2126 words < 450; 10 H2s; 0 external citations); no demonstrably superior target (none).
sheet-pan-ginger-tofu-broccoli-sticky-glaze,https://www.daily-life-hacks.com/sheet-pan-ginger-tofu-broccoli-sticky-glaze/,Sheet Pan Ginger Tofu and Broccoli,recipes,2026-05-07,873,6,5,1,YES,3,4,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (873 words < 450; 6 H2s; 1 external citations); no demonstrably superior target (none).
sheet-pan-salmon-and-vegetables-30-minutes,https://www.daily-life-hacks.com/sheet-pan-salmon-and-vegetables-30-minutes/,Sheet Pan Salmon and Vegetables in 30 Minutes,recipes,2026-03-15,1216,8,5,0,YES,6,2,0,18,6.94,0,0,0,NO,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (1216 words < 450; 8 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (none).
shelf-stable-pantry-per-dollar,https://www.daily-life-hacks.com/shelf-stable-pantry-per-dollar/,Cheap Shelf-Stable Protein: 27 Pantry Foods Ranked,nutrition,2026-07-13,1093,4,5,0,YES,13,13,0,0,,0,0,0,YES,YES,animal-protein-per-dollar-ranked,0.38,NO,NO,NO,KEEP,Protected fixed recovery cohort; freeze for the measurement window.
simple-lunch-recipes-indian-veg,https://www.daily-life-hacks.com/simple-lunch-recipes-indian-veg/,One-Pot Dal and Rice,recipes,2026-05-31,977,3,5,0,YES,3,7,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (977 words < 450; 3 H2s; 0 external citations); no demonstrably superior target (none).
split-pea-soup-recipe-high-fiber,https://www.daily-life-hacks.com/split-pea-soup-recipe-high-fiber/,How Much Fiber in a Cup of Split Pea Soup,recipes,2026-01-16,1456,9,5,0,YES,2,17,0,4,62.25,0,18,0,NO,NO,high-fiber-raspberry-jam-recipe-chia,0.25,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.25); not objectively thin (1456 words < 450; 9 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (862 words vs 1456; 4 vs 17 inbound article links; search score 5 vs 22).
stuffed-portobello-mushrooms-quinoa-spinach-feta,https://www.daily-life-hacks.com/stuffed-portobello-mushrooms-quinoa-spinach-feta/,Stuffed Portobello Mushrooms With Quinoa and Feta,recipes,2026-05-10,886,7,5,0,YES,3,2,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (886 words < 450; 7 H2s; 0 external citations); no demonstrably superior target (none).
tabbouleh-salad-high-fiber-bulgur,https://www.daily-life-hacks.com/tabbouleh-salad-high-fiber-bulgur/,Fresh Tabbouleh Salad With Bulgur and Herbs,recipes,2026-01-14,981,8,5,1,YES,3,3,0,0,,0,0,0,YES,NO,high-fiber-salad-dressings-homemade,0.33,NO,NO,YES,KEEP,Freeze: no proven duplicate (best score 0.33); not objectively thin (981 words < 450; 8 H2s; 1 external citations).
tofu-vs-chicken-protein-cost,https://www.daily-life-hacks.com/tofu-vs-chicken-protein-cost/,Tofu vs Chicken: Which Is Cheaper Protein?,nutrition,2026-07-26,749,4,5,0,YES,8,8,0,0,,0,0,0,YES,NO,chicken-thighs-vs-breast-protein-cost,0.62,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.62); not objectively thin (749 words < 700; 4 H2s; 0 external citations); no demonstrably superior target (766 words vs 749; 13 vs 8 inbound article links; search score 0 vs 0).
tuscan-white-bean-kale-soup-stovetop,https://www.daily-life-hacks.com/tuscan-white-bean-kale-soup-stovetop/,Tuscan White Bean and Kale Soup (Simple Stovetop Version),recipes,2026-04-12,896,6,5,0,YES,5,4,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (896 words < 450; 6 H2s; 0 external citations); no demonstrably superior target (none).
usda-thrifty-food-plan-weekly-cost,https://www.daily-life-hacks.com/usda-thrifty-food-plan-weekly-cost/,Grocery Budget for a Family of 4: What USDA Says,nutrition,2026-07-14,1238,6,5,3,YES,9,6,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (1238 words < 700; 6 H2s; 3 external citations); no demonstrably superior target (none).
vegan-high-fiber-meal-prep-for-week,https://www.daily-life-hacks.com/vegan-high-fiber-meal-prep-for-week/,Five-Day Vegan Meal Prep With Crispy Tofu and Quinoa,recipes,2026-01-10,843,6,5,0,YES,4,5,0,2,7.00,0,0,0,NO,NO,high-fiber-quinoa-salad-for-lunch-prep,0.33,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.33); not objectively thin (843 words < 450; 6 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (863 words vs 843; 3 vs 5 inbound article links; search score 0 vs 2).
vegetarian-high-fiber-dinners-for-natural-relief,https://www.daily-life-hacks.com/vegetarian-high-fiber-dinners-for-natural-relief/,Chickpea Cauliflower Curry for an Easy Vegetarian Dinner,recipes,2026-01-18,990,8,5,2,YES,3,3,0,0,,0,0,0,YES,NO,lentil-curry-high-fiber-vegan-dinner,0.31,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.31); not objectively thin (990 words < 450; 8 H2s; 2 external citations); no demonstrably superior target (942 words vs 990; 17 vs 3 inbound article links; search score 2 vs 0).
water-and-fiber-the-golden-rule,https://www.daily-life-hacks.com/water-and-fiber-the-golden-rule/,Water and Fiber: What the Golden Rule Gets Wrong,nutrition,2026-02-11,1122,6,5,6,YES,5,4,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (1122 words < 700; 6 H2s; 6 external citations); no demonstrably superior target (none).
what-30-grams-of-fiber-costs-per-day,https://www.daily-life-hacks.com/what-30-grams-of-fiber-costs-per-day/,What a Day of 30 Grams of Fiber Actually Costs,nutrition,2026-07-08,1923,9,5,3,YES,18,9,0,0,,0,0,0,YES,NO,what-50-grams-of-protein-costs-per-day,0.71,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.71); not objectively thin (1923 words < 700; 9 H2s; 3 external citations); no demonstrably superior target (2104 words vs 1923; 18 vs 9 inbound article links; search score 0 vs 0).
what-50-grams-of-protein-costs-per-day,https://www.daily-life-hacks.com/what-50-grams-of-protein-costs-per-day/,What a Day of 50 Grams of Protein Actually Costs,nutrition,2026-07-12,2104,9,5,6,YES,20,18,0,0,,0,0,0,YES,NO,what-30-grams-of-fiber-costs-per-day,0.71,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.71); not objectively thin (2104 words < 700; 9 H2s; 6 external citations); no demonstrably superior target (1923 words vs 2104; 9 vs 18 inbound article links; search score 0 vs 0).
what-beans-for-red-beans-and-rice,https://www.daily-life-hacks.com/what-beans-for-red-beans-and-rice/,What Beans for Red Beans and Rice?,tips,2026-07-28,990,5,5,1,YES,8,2,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (990 words < 700; 5 H2s; 1 external citations); no demonstrably superior target (none).
which-dried-beans-have-the-most-protein,https://www.daily-life-hacks.com/which-dried-beans-have-the-most-protein/,Which Dried Beans Have the Most Protein?,nutrition,2026-07-28,909,5,5,0,YES,12,2,0,0,,0,0,0,YES,NO,ground-beef-vs-beans-protein-cost,0.30,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.30); not objectively thin (909 words < 700; 5 H2s; 0 external citations); no demonstrably superior target (784 words vs 909; 28 vs 2 inbound article links; search score 0 vs 0).
which-foods-are-complete-proteins,https://www.daily-life-hacks.com/which-foods-are-complete-proteins/,Which Foods Are Complete Proteins?,nutrition,2026-07-28,1039,5,5,0,YES,10,2,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (1039 words < 700; 5 H2s; 0 external citations); no demonstrably superior target (none).
which-lentils-are-the-best,https://www.daily-life-hacks.com/which-lentils-are-the-best/,"Which Lentils Are the Best? Brown, Red, Split",nutrition,2026-07-28,899,5,5,0,YES,9,3,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (899 words < 700; 5 H2s; 0 external citations); no demonstrably superior target (none).
whole-wheat-flour-vs-quinoa-fiber-cost,https://www.daily-life-hacks.com/whole-wheat-flour-vs-quinoa-fiber-cost/,Whole Wheat Flour vs Quinoa: Which Fiber Is Cheaper?,nutrition,2026-07-26,834,4,5,0,YES,10,14,0,0,,0,0,0,YES,NO,popcorn-vs-almonds-fiber-cost,0.36,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.36); not objectively thin (834 words < 700; 4 H2s; 0 external citations); no demonstrably superior target (787 words vs 834; 5 vs 14 inbound article links; search score 0 vs 0).
whole-wheat-vs-white-pasta-fiber,https://www.daily-life-hacks.com/whole-wheat-vs-white-pasta-fiber/,"Whole Wheat vs White Pasta: The Fiber Difference, Measured",nutrition,2026-01-03,2058,7,5,0,YES,5,6,0,9,38.33,0,1,0,NO,NO,whole-wheat-flour-vs-quinoa-fiber-cost,0.25,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.25); not objectively thin (2058 words < 700; 7 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (834 words vs 2058; 14 vs 6 inbound article links; search score 0 vs 10).
why-grocery-bill-went-up-after-cooking-more,https://www.daily-life-hacks.com/why-grocery-bill-went-up-after-cooking-more/,Why Your Grocery Bill Went Up After Cooking More,tips,2026-07-19,978,6,5,1,YES,4,4,0,0,,0,0,0,YES,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (978 words < 700; 6 H2s; 1 external citations); no demonstrably superior target (none).
zinc-containing-foods-weekly-meals,https://www.daily-life-hacks.com/zinc-containing-foods-weekly-meals/,Zinc-Containing Foods to Rotate Into Weekly Meals,nutrition,2026-04-13,868,5,5,0,YES,3,2,0,0,,0,1,0,NO,NO,,0.00,NO,NO,NO,KEEP,Freeze: no proven duplicate (best score 0.00); not objectively thin (868 words < 700; 5 H2s; 0 external citations); has GSC or Bing search/link evidence; no demonstrably superior target (none).
